CatKPIDataID,CustomerNumber,ShipTo,Make,Model,SerialNumber,WieseID,WorkOrder,WorkOrderName,PromiseDate,ServiceType,InvoiceDate,InvoiceDateTime,InvoiceTotal,Division,SubClassShortDesc,Critical,MfgYear,Age,LastLaborDate,TechAssignedDate,DispatchCompleteDate,DateInShip,DispatchCreateDate,servstart,servstop,MinLaborDate,MaxLaborDate,LaborHours,TimeDown,LaborDiff,ResponseTime,TimeToSubmit,Response,Time_to_Complete,Hours_to_Submit,InvoiceMonth,InvoiceYear,Location,Branch
3833,250040,1,CAT,E5000,A4EC220855,M4037,84401,DAMAGED  S/S HOSE,NULL,Reactive,00:00.0,4/4/23 7:05,264.4,Inbound,Sit Down Electric,,2006,17,4/3/23 11:00,4/1/23 4:57,4/3/23 13:45,4/1/23 4:57,4/1/23 4:57,4/1/23 4:57,4/3/23 13:45,4/1/23 7:30,4/3/23 11:00,3.5,54.05,51.5,2.55,17.33,0,3.5,2.25,April,2023,Morton,CAT Morton
3844,250040,1,CAT,EC25N2,ATB3050465,M4208,84400,TRAVEL PROBLEM,NULL,Reactive,00:00.0,4/5/23 11:11,574.06,Outbound,Sit Down Electric,,2014,9,4/4/23 11:00,4/1/23 4:16,4/4/23 13:07,4/1/23 4:16,4/1/23 4:16,4/1/23 4:16,4/4/23 13:07,4/1/23 7:00,4/4/23 11:00,3.5,78.73,76,2.73,22.07,0,12,6.57,April,2023,Morton,CAT Morton
3903,250040,1,TAY,C-426,185972,M1024,84387,LEFT WHEEL CAME OFF,NULL,Reactive,00:00.0,4/12/23 9:02,807.03,Outbound,Tow,,2011,12,4/7/23 15:00,3/31/23 12:19,4/12/23 4:53,3/31/23 12:19,3/31/23 12:19,3/31/23 12:19,4/12/23 4:53,4/6/23 6:30,4/7/23 15:00,6.5,170.68,32.5,138.18,4.15,29.18,45.18,1.53,April,2023,Morton,CAT Morton
4023,250040,1,CAT,2P5000,AT3533361,M4121,84386,REPAIR,NULL,Reactive,00:00.0,4/21/23 16:06,4453.32,Outbound,Sit Down IC,,2012,11,4/20/23 16:00,4/20/23 8:41,4/21/23 15:35,4/20/23 8:41,3/31/23 11:06,4/20/23 8:41,4/21/23 15:35,3/31/23 13:30,4/20/23 16:00,13.5,484.9,482.5,2.4,0.52,2.4,123.9,0.42,April,2023,Morton,CAT Morton
3843,250040,1,JUN,ETR345,82824404,M4167,84382,DEADMAN STUCK DOWN,NULL,Reactive,00:00.0,4/5/23 11:10,264.13,Outbound,Reach Truck,,2014,9,4/5/23 8:00,3/31/23 10:15,4/5/23 5:27,3/31/23 10:15,3/31/23 10:15,3/31/23 10:15,4/5/23 5:27,3/31/23 12:00,4/5/23 8:00,4.5,117.75,116,1.75,5.72,1.75,23.25,3.67,April,2023,Morton,CAT Morton
3820,250040,1,CAT,EC25N2,ATB3052017,0684Y,84379,INSTALL F/L,NULL,Reactive,00:00.0,4/3/23 11:37,114,Inbound,Sit Down Electric,,2018,5,3/31/23 7:00,3/31/23 9:57,3/31/23 9:59,3/31/23 9:57,3/31/23 9:57,3/31/23 9:57,3/31/23 9:59,3/31/23 5:00,3/31/23 7:00,2,-2.95,2,-4.95,73.63,0,0,10.13,March,2023,Morton,CAT Morton
3819,250040,1,JUN,ETR345,82820029,M4159,84377,BAD KEY SWITCH,NULL,Reactive,00:00.0,4/3/23 11:37,57,Outbound,Reach Truck,,2014,9,3/31/23 11:30,3/31/23 9:23,3/31/23 9:33,3/31/23 9:23,3/31/23 9:23,3/31/23 9:23,3/31/23 9:33,3/31/23 10:30,3/31/23 11:30,1,2.12,1,1.12,74.07,1.12,2.12,10.57,March,2023,Morton,CAT Morton
3879,250040,1,CHE,2500HD,1GC0KVCG6EF116839,M4241,84376,SALT SPREADER WIRING,NULL,Reactive,00:00.0,4/10/23 15:50,149.54,Maintenance,Vehicle,,2014,9,4/10/23 14:30,4/10/23 14:59,4/10/23 15:21,4/10/23 14:59,3/31/23 8:54,4/10/23 14:59,4/10/23 15:21,4/10/23 13:00,4/10/23 14:30,1.5,245.6,1.5,244.1,0.48,55.1,56.6,0.48,April,2023,Morton,CAT Morton
3818,250040,1,CAT,EC25N2,ATB3050664,M4145,84368,CHAINS,NULL,Reactive,00:00.0,4/3/23 11:36,114,Outbound,Sit Down Electric,,2014,9,3/31/23 12:30,3/31/23 6:31,3/31/23 12:39,3/31/23 6:31,3/31/23 6:31,3/31/23 6:31,3/31/23 12:39,3/31/23 10:30,3/31/23 12:30,2,5.98,2,3.98,70.95,3,5,7.45,March,2023,Morton,CAT Morton
3817,250040,1,CAT,EC25K,A3EC230400,M4003,84367,AUX HORN,NULL,Reactive,00:00.0,4/3/23 11:36,189.08,Outbound,Sit Down Electric,,2002,21,3/31/23 10:00,3/31/23 6:28,3/31/23 11:07,3/31/23 6:28,3/31/23 6:28,3/31/23 6:28,3/31/23 11:07,3/31/23 8:00,3/31/23 10:00,2,3.53,2,1.53,72.48,0.5,2.5,8.98,March,2023,Morton,CAT Morton
3813,250040,1,CAT,M320F,CATM320FCFB200684,M4230,84346,LEAK,NULL,Reactive,00:00.0,4/3/23 11:35,57,Inbound,Excavator,,2019,4,3/30/23 9:30,3/30/23 8:17,3/30/23 8:31,3/30/23 8:17,3/30/23 8:17,3/30/23 8:17,3/30/23 8:31,3/30/23 8:30,3/30/23 9:30,1,1.22,1,0.22,99.07,0.22,1.22,20.07,March,2023,Morton,CAT Morton
4046,250040,1,,,,,84342,HITCH PINS,NULL,Reactive,00:00.0,4/25/23 14:04,867.36,,,,0,0,4/25/23 9:20,3/30/23 7:35,4/25/23 9:20,3/30/23 7:35,3/30/23 7:35,3/30/23 7:35,4/25/23 9:20,NULL,NULL,NULL,625.75,NULL,NULL,4.73,0,154.75,4.73,April,2023,Morton,CAT Morton
3826,250040,1,CAT,2EC25E,A2EC363454,M1142,84341,BRAKES,NULL,Reactive,00:00.0,4/3/23 11:55,460,Inbound,Sit Down Electric,,2006,17,4/3/23 9:30,3/30/23 7:28,4/3/23 8:46,3/30/23 7:28,3/30/23 7:28,3/30/23 7:28,4/3/23 8:46,3/30/23 10:30,4/3/23 9:30,6.5,98.03,95,3.03,3.15,3,19,3.15,April,2023,Morton,CAT Morton
3811,250040,1,GEM,E6,7SXG6AEA7P5507041,M5380,84340,DISABLE HEADLIGHTS,NULL,Reactive,00:00.0,4/3/23 11:33,57,,Personnel Carrier,,0,0,3/30/23 8:30,3/30/23 6:30,3/30/23 8:16,3/30/23 6:30,3/30/23 6:30,3/30/23 6:30,3/30/23 8:16,3/30/23 7:30,3/30/23 8:30,1,2,1,1,99.28,0,1,20.28,March,2023,Morton,CAT Morton
3810,250040,1,GEM,E6,7SXG6AEA7P5507065,M5379,84339,DISABLE HEADLIGHTS,NULL,Reactive,00:00.0,4/3/23 11:33,57,,Personnel Carrier,,0,0,3/30/23 7:30,3/30/23 6:29,3/30/23 8:12,3/30/23 6:29,3/30/23 6:29,3/30/23 6:29,3/30/23 8:12,3/30/23 6:30,3/30/23 7:30,1,1.02,1,0.02,99.35,0,0,20.35,March,2023,Morton,CAT Morton
3809,250040,1,GEM,E6,7SXG6AEA7P5507043,M5378,84338,DISABLE HEADLIGHTS,NULL,Reactive,00:00.0,4/3/23 11:33,57,,Personnel Carrier,,0,0,3/30/23 6:30,3/30/23 6:28,3/30/23 8:11,3/30/23 6:28,3/30/23 6:28,3/30/23 6:28,3/30/23 8:11,3/30/23 5:30,3/30/23 6:30,1,0.03,1,-0.97,99.37,0,0,20.37,March,2023,Morton,CAT Morton
3808,250040,1,GEM,E6,7SXG6AEA7P5507069,M5377,84337,DISABLE HEADLIGHT,NULL,Reactive,00:00.0,4/3/23 11:32,57,,Personnel Carrier,,0,0,3/30/23 5:30,3/30/23 6:27,3/30/23 8:09,3/30/23 6:27,3/30/23 6:27,3/30/23 6:27,3/30/23 8:09,3/30/23 4:30,3/30/23 5:30,1,-0.95,1,-1.95,99.38,0,0,20.38,March,2023,Morton,CAT Morton
3807,250040,1,MIT,FBC25N,A4BC220357,M4067,84330,SEAT BELT WORN OUT,NULL,Reactive,00:00.0,4/3/23 11:32,345.63,Inbound,Stand Up Counterbalance,,2007,16,3/30/23 7:00,3/29/23 13:34,3/30/23 6:12,3/29/23 13:34,3/29/23 13:34,3/29/23 13:34,3/30/23 6:12,3/30/23 5:00,3/30/23 7:00,2,17.43,2,15.43,101.33,2.43,2.43,21.03,March,2023,Morton,CAT Morton
3806,250040,1,MIT,FBC25N,A4BC220357,M4067,84329,DAMAGE LEAK,NULL,Damage,00:00.0,4/3/23 11:32,198.24,Inbound,Stand Up Counterbalance,,2007,16,3/30/23 9:00,3/29/23 13:15,3/30/23 7:29,3/29/23 13:15,3/29/23 13:15,3/29/23 13:15,3/30/23 7:29,3/29/23 13:30,3/30/23 9:00,3,19.75,19.5,0.25,100.05,0.25,4.25,21.03,March,2023,Morton,CAT Morton
3788,250040,1,CAT,2P5000,AT3531268,M4103,84320,DAMAGED FORKS DOOR STOPS MISSING,NULL,Reactive,00:00.0,3/29/23 13:27,695.72,Outbound,Sit Down IC,,2010,13,3/29/23 13:14,3/29/23 9:29,3/29/23 13:14,3/29/23 9:29,3/29/23 9:29,3/29/23 9:29,3/29/23 13:14,NULL,NULL,NULL,3.75,NULL,NULL,0.22,0,3.75,0.22,March,2023,Morton,CAT Morton
3803,250040,1,CAT,GP25N5,AT35A06152,M5363,84316,TIRES,NULL,Reactive,00:00.0,4/3/23 11:30,1108.06,Inbound,Sit Down IC,,2015,8,3/29/23 10:30,3/29/23 8:11,3/31/23 15:24,3/29/23 8:11,3/29/23 8:11,3/29/23 8:11,3/31/23 15:24,3/29/23 9:30,3/29/23 10:30,1,2.32,1,1.32,68.1,1.32,2.32,4.6,March,2023,Morton,CAT Morton
3802,250040,1,CAT,GP25N5,AT35A06152,M5363,84314,REPAIRS,NULL,Reactive,00:00.0,4/3/23 11:30,1860.2,Inbound,Sit Down IC,,2015,8,3/31/23 11:30,3/29/23 7:53,3/31/23 15:23,3/29/23 7:53,3/29/23 7:53,3/29/23 7:53,3/31/23 15:23,3/29/23 10:30,3/31/23 11:30,15.5,51.62,49,2.62,68.12,2.62,20.62,4.62,March,2023,Morton,CAT Morton
3801,250040,1,CAT,EC25K,A3EC241049,M1261,84313,,NULL,Reactive,00:00.0,4/3/23 11:30,268.32,Inbound,Sit Down Electric,,2004,19,3/30/23 10:00,3/29/23 7:40,3/30/23 8:52,3/29/23 7:40,3/29/23 7:40,3/29/23 7:40,3/30/23 8:52,3/29/23 9:00,3/30/23 10:00,3,26.33,25,1.33,98.63,1.33,10.83,19.63,March,2023,Morton,CAT Morton
3785,250040,1,TAY,C-426,185970,M1022,84311,,NULL,Reactive,00:00.0,3/29/23 12:05,114,Outbound,Tow,,2011,12,3/29/23 9:00,3/29/23 8:09,3/29/23 8:12,3/29/23 8:09,3/29/23 6:39,3/29/23 8:09,3/29/23 8:12,3/29/23 7:00,3/29/23 9:00,2,2.35,2,0.35,3.88,0,1.5,3.88,March,2023,Morton,CAT Morton
3784,250040,1,CAT,906M,CAT0906MLH6603630,M4200,84310,SMOKES,NULL,Reactive,00:00.0,3/29/23 12:05,238.08,,Wheel Loader,,0,0,3/29/23 9:00,3/29/23 5:40,3/29/23 9:33,3/29/23 5:40,3/29/23 5:40,3/29/23 5:40,3/29/23 9:33,3/29/23 4:00,3/29/23 9:00,3,3.33,5,-1.67,2.53,0,1.5,2.53,March,2023,Morton,CAT Morton
3800,250040,1,JUN,ETR345,82820029,M4159,84304,REACHTRUCK STUCK,NULL,Reactive,00:00.0,4/3/23 11:29,1008.89,Outbound,Reach Truck,,2014,9,3/31/23 10:30,3/28/23 12:34,3/31/23 9:31,3/28/23 12:34,3/28/23 12:34,3/28/23 12:34,3/31/23 9:31,3/31/23 4:30,3/31/23 10:30,3.5,69.93,6,63.93,73.97,20.43,23.43,10.47,March,2023,Morton,CAT Morton
3769,250040,1,CAT,2ET4000,FN645172,4089Y,84303,HYDRAULIC LEAK BATTERY CABLE BATTERY FILL CAPS MISSING,NULL,Reactive,00:00.0,3/28/23 14:41,0,Inbound,Sit Down Electric,,2021,2,3/28/23 12:45,3/28/23 12:20,3/28/23 12:45,3/28/23 12:20,3/28/23 12:20,3/28/23 12:20,3/28/23 12:45,NULL,NULL,NULL,0.42,NULL,NULL,1.93,0,0.42,1.93,March,2023,Morton,CAT Morton
3855,250040,1,JLG,1.93E+05,200079555,M4152,84298,WONT RELEASE BRAKE,NULL,Damage,00:00.0,4/6/23 7:09,233.5,Maintenance,Scissor,,2011,12,3/28/23 16:00,3/28/23 12:20,4/5/23 13:45,3/28/23 12:20,3/28/23 7:52,3/28/23 12:20,4/5/23 13:45,3/28/23 12:00,3/28/23 16:00,3.5,8.13,4,4.13,17.4,4.13,8.13,2.25,March,2023,Morton,CAT Morton
3768,250040,1,CAT,EC25N,ATB3051698,M5370,84293,PM,NULL,Reactive,00:00.0,3/28/23 14:41,0,Inbound,Sit Down Electric,,2018,5,3/28/23 13:05,3/28/23 5:41,3/28/23 13:05,3/28/23 5:41,3/28/23 5:41,3/28/23 5:41,3/28/23 13:05,NULL,NULL,NULL,7.4,NULL,NULL,1.6,0,5.58,1.6,March,2023,Morton,CAT Morton
3799,250040,1,CAT,EC25N,ATB3051698,M5370,84292,TIRE SET,NULL,Reactive,00:00.0,4/3/23 11:29,2372.11,Inbound,Sit Down Electric,,2018,5,3/28/23 9:30,3/28/23 5:39,3/28/23 13:11,3/28/23 5:39,3/28/23 5:39,3/28/23 5:39,3/28/23 13:11,3/28/23 6:30,3/28/23 9:30,3,3.85,3,0.85,142.3,0,2,32.3,March,2023,Morton,CAT Morton
3766,250040,1,JUN,ETR345A,82820041,M4156,84291,BURNT SMELL,NULL,Reactive,00:00.0,3/28/23 14:39,114,Outbound,Reach Truck,,2013,10,3/28/23 6:00,3/28/23 4:30,3/28/23 12:46,3/28/23 4:30,3/28/23 4:30,3/28/23 4:30,3/28/23 12:46,3/28/23 4:00,3/28/23 6:00,2,1.5,2,-0.5,1.88,0,0,1.88,March,2023,Morton,CAT Morton
3967,250040,1,CAT,906M,CAT0906MLH6603630,M4200,84285,REAR LITES INOP    SEAT HAS NO AIR,NULL,Reactive,00:00.0,4/20/23 9:49,572.5,,Wheel Loader,,0,0,3/27/23 15:30,3/27/23 12:51,4/19/23 13:37,3/27/23 12:51,3/27/23 12:51,3/27/23 12:51,4/19/23 13:37,3/27/23 1:00,3/27/23 15:30,9,2.65,14.5,-11.85,20.2,0,2.65,4.7,March,2023,Morton,CAT Morton
3777,250040,1,CAT,E5000,A4EC221537,M4093,84277,FORK POS BACKWARDS,NULL,Reactive,00:00.0,3/28/23 16:21,129.51,Outbound,Sit Down Electric,,2007,16,3/27/23 16:00,3/27/23 11:07,3/28/23 15:26,3/27/23 11:07,3/27/23 11:07,3/27/23 11:07,3/28/23 15:26,3/27/23 14:00,3/27/23 16:00,2,4.88,2,2.88,0.92,2.88,4.88,0.57,March,2023,Morton,CAT Morton
3776,250040,1,CAT,GC55KS,AT8800983,M1212,84272,NO START,NULL,Reactive,00:00.0,3/28/23 16:21,767.39,Outbound,Sit Down IC,,2006,17,3/28/23 14:30,3/27/23 9:22,3/28/23 15:16,3/27/23 9:22,3/27/23 9:22,3/27/23 9:22,3/28/23 15:16,3/27/23 5:00,3/28/23 14:30,7,29.13,33.5,-4.37,1.08,0,13.63,0.73,March,2023,Morton,CAT Morton
3749,250040,1,CAT,E5000,A4EC221510,M4088,84268,FRONT HALO INOP,NULL,Reactive,00:00.0,3/27/23 14:36,85.5,Outbound,Sit Down Electric,,2007,16,3/27/23 10:30,3/27/23 8:52,3/27/23 12:23,3/27/23 8:52,3/27/23 8:52,3/27/23 8:52,3/27/23 12:23,3/27/23 9:00,3/27/23 10:30,1.5,1.63,1.5,0.13,2.22,0.13,1.63,2.22,March,2023,Morton,CAT Morton
3756,250040,1,CAT,2EC25E,A2EC363290,M1137,84267,"WAS IN A WRECK, INSPECT",NULL,Damage,00:00.0,3/28/23 11:48,199.5,Inbound,Sit Down Electric,,2006,17,3/28/23 10:30,3/27/23 8:34,3/28/23 8:03,3/27/23 8:34,3/27/23 8:34,3/27/23 8:34,3/28/23 8:03,3/28/23 7:00,3/28/23 10:30,3.5,25.93,3.5,22.43,3.75,7.43,10.43,3.75,March,2023,Morton,CAT Morton
3748,250040,1,CAT,2EP5000,FN660149,M4508,84264,DAMAGED ATTACHMENT FITTING  POSSIBLE WARRANTY,NULL,Damage,00:00.0,3/27/23 14:35,342,Outbound,Sit Down Electric,,2022,1,3/27/23 10:30,3/27/23 8:26,3/27/23 12:29,3/27/23 8:26,3/27/23 8:26,3/27/23 8:26,3/27/23 12:29,3/27/23 4:30,3/27/23 10:30,6,2.07,6,-3.93,2.1,0,2.07,2.1,March,2023,Morton,CAT Morton
3993,250040,1,CAT,E5000,A4EC221510,M4088,84263,DAMAGE LDCP,NULL,Damage,00:00.0,4/21/23 14:20,385.88,Outbound,Sit Down Electric,,2007,16,3/27/23 9:00,3/27/23 8:24,4/21/23 12:34,3/27/23 8:24,3/27/23 8:24,3/27/23 8:24,4/21/23 12:34,3/27/23 8:30,3/27/23 9:00,0.5,0.6,0.5,0.1,1.77,0.1,0.6,1.77,March,2023,Morton,CAT Morton
3744,250040,1,CAT,E5000,A4EC221510,M4088,84262,LEAK,NULL,Reactive,00:00.0,3/27/23 11:48,128.58,Outbound,Sit Down Electric,,2007,16,3/27/23 8:30,3/27/23 5:27,3/27/23 9:45,3/27/23 5:27,3/27/23 5:27,3/27/23 5:27,3/27/23 9:45,3/27/23 6:30,3/27/23 8:30,2,3.05,2,1.05,2.05,0,1,2.05,March,2023,Morton,CAT Morton
3751,250040,1,JUN,ETR345,82820048,M4160,84261,CODES OUT,NULL,Reactive,00:00.0,3/27/23 16:27,268.78,Inbound,Reach Truck,,2014,9,3/27/23 9:14,3/27/23 5:00,3/27/23 9:14,3/27/23 5:00,3/27/23 5:00,3/27/23 5:00,3/27/23 9:14,NULL,NULL,2,4.23,NULL,NULL,7.22,0,1.73,6.77,March,2023,Morton,CAT Morton
3750,250040,1,CAT,E5000,A4EC220301,M4071,84260,SIDE SHIFT WORN,NULL,Reactive,00:00.0,3/27/23 15:50,940.72,Inbound,Sit Down Electric,,2005,18,3/27/23 14:00,3/27/23 13:36,3/27/23 15:40,3/27/23 13:36,3/25/23 7:33,3/27/23 13:36,3/27/23 15:40,3/25/23 7:00,3/27/23 14:00,4,54.45,55,-0.55,0.17,0,6.5,0.17,March,2023,Morton,CAT Morton
3743,250040,1,CAT,E5000,A4EC220301,M4071,84259,HYDR LEAK,NULL,Reactive,00:00.0,3/26/23 14:16,111,Inbound,Sit Down Electric,,2005,18,3/25/23 7:00,3/25/23 7:04,3/25/23 7:08,3/25/23 7:04,3/25/23 7:04,3/25/23 7:04,3/25/23 7:08,3/25/23 5:30,3/25/23 7:00,1.5,-0.07,1.5,-1.57,31.13,0,0,0,March,2023,Morton,CAT Morton
3742,250040,1,CAT,E50001,A4EC241354,M4114,84258,NO POWER,NULL,Reactive,00:00.0,3/26/23 14:16,111,Maintenance,Sit Down Electric,,2007,16,3/25/23 5:30,3/25/23 5:16,3/25/23 5:20,3/25/23 5:16,3/25/23 5:16,3/25/23 5:16,3/25/23 5:20,3/25/23 4:00,3/25/23 5:30,1.5,0.23,1.5,-1.27,32.93,0,0,0,March,2023,Morton,CAT Morton
3741,250040,1,CAT,E5000,A4EC221509,M4087,84257,HORN SPOTTY,NULL,Reactive,00:00.0,3/26/23 14:15,114,Outbound,Sit Down Electric,,2007,16,3/24/23 16:00,3/24/23 17:30,3/24/23 17:44,3/24/23 17:30,3/24/23 17:30,3/24/23 17:30,3/24/23 17:44,3/24/23 14:00,3/24/23 16:00,2,-1.5,2,-3.5,44.52,6.5,8.5,0,March,2023,Morton,CAT Morton
3830,250040,1,GEN,GR-20,GR1327236,0464V,84247,ANNUAL,NULL,Reactive,00:00.0,4/4/23 7:02,1145.78,,Vertical Mast,,2013,10,3/31/23 13:00,3/24/23 13:35,4/3/23 13:53,3/24/23 13:35,3/24/23 13:35,3/24/23 13:35,4/3/23 13:53,3/24/23 14:00,3/31/23 13:00,5,167.42,167,0.42,17.15,0.42,41.92,2.12,March,2023,Morton,CAT Morton
3753,250040,1,CAT,E5000,A4EC221514,M4091,84245,BATTERY WONT TURN ON,NULL,Reactive,00:00.0,3/28/23 8:24,256.5,Outbound,Sit Down Electric,,2007,16,3/28/23 7:00,3/28/23 4:53,3/28/23 6:39,3/28/23 4:53,3/24/23 12:07,3/28/23 4:53,3/28/23 6:39,3/27/23 14:00,3/28/23 7:00,6.5,90.88,17,73.88,1.75,10.38,12.38,0.9,March,2023,Morton,CAT Morton
3793,250040,1,CAT,2EC25E,A2EC363454,M1142,84243,BATTERY WONT CHARGE,NULL,Reactive,00:00.0,3/29/23 13:44,1074.79,Inbound,Sit Down Electric,,2006,17,3/28/23 17:30,3/28/23 12:26,3/29/23 13:39,3/28/23 12:26,3/24/23 12:03,3/28/23 12:26,3/29/23 13:39,3/28/23 9:00,3/28/23 17:30,9,101.45,8.5,92.95,0.08,13.95,20.95,0.08,March,2023,Morton,CAT Morton
3775,250040,1,CAT,EC25N2,ATB3050666,M4147,84237,DRIVE TIRES,NULL,Reactive,00:00.0,3/28/23 16:21,2315.11,Outbound,Sit Down Electric,,2014,9,3/24/23 14:00,3/24/23 10:28,3/28/23 15:26,3/24/23 10:28,3/24/23 10:28,3/24/23 10:28,3/28/23 15:26,3/24/23 12:00,3/24/23 14:00,2,3.53,2,1.53,0.92,1.53,3.53,0.57,March,2023,Morton,CAT Morton
3841,250040,1,JUN,ETR345A,82825289,M4173,84234,DAMAGED TILT FRAME ATTACHMENT,NULL,Reactive,00:00.0,4/5/23 11:08,524,Inbound,Reach Truck,,2019,4,4/5/23 6:00,3/24/23 10:07,4/5/23 8:39,3/24/23 10:07,3/24/23 10:07,3/24/23 10:07,4/5/23 8:39,3/28/23 13:00,4/5/23 6:00,8,283.88,185,98.88,2.48,19.88,65.38,2.48,April,2023,Morton,CAT Morton
3761,250040,1,MIT,FB18PNT2,AFB2600214,7332F,84232,ERROR CODE #49 PS MOTOR OPEN,NULL,Reactive,00:00.0,3/28/23 14:04,171,Outbound,Sit Down Electric,,2019,4,3/24/23 13:30,3/24/23 9:25,3/28/23 13:04,3/24/23 9:25,3/24/23 9:25,3/24/23 9:25,3/28/23 13:04,3/24/23 10:30,3/24/23 13:30,3,4.08,3,1.08,1,1.08,4.08,1,March,2023,Morton,CAT Morton
3723,250040,1,CAT,E5000,A4EC221537,M4093,84227,DAMAGE,NULL,Damage,00:00.0,3/24/23 7:40,57,Outbound,Sit Down Electric,,2007,16,3/24/23 6:00,3/24/23 7:23,3/24/23 7:26,3/24/23 7:23,3/24/23 7:23,3/24/23 7:23,3/24/23 7:26,3/24/23 5:00,3/24/23 6:00,1,-1.38,1,-2.38,0.23,0,0,0.17,March,2023,Morton,CAT Morton
3782,250040,1,CAT,EC25K,A3EC230401,M4004,84226,SMOKER,NULL,Reactive,00:00.0,3/29/23 12:04,1226.02,Outbound,Sit Down Electric,,2002,21,3/29/23 7:00,3/24/23 6:10,3/29/23 8:38,3/24/23 6:10,3/24/23 6:10,3/24/23 6:10,3/29/23 8:38,3/24/23 11:30,3/29/23 7:00,8,120.83,115.5,5.33,3.43,4,25.5,3.43,March,2023,Morton,CAT Morton
3719,250040,1,CAT,2EP5000,FN660138,M4507,84211,REAR GLASS LEAKING  POSSIBLE WARRANTY,NULL,Reactive,00:00.0,3/24/23 7:38,205,Outbound,Sit Down Electric,,2022,1,3/24/23 7:00,3/23/23 12:52,3/24/23 7:27,3/23/23 12:52,3/23/23 12:52,3/23/23 12:52,3/24/23 7:27,3/23/23 1:00,3/24/23 7:00,3,18.13,30,-11.87,0.18,0,3.13,0.13,March,2023,Morton,CAT Morton
3927,250040,1,TAY,SC-159,26607,M2135,84201,BATTERIES AND TIRE,NULL,Reactive,00:00.0,4/14/23 13:45,883.56,,Stock Chaser,,0,0,4/14/23 13:00,3/23/23 11:27,4/14/23 13:27,3/23/23 11:27,3/23/23 11:27,3/23/23 11:27,4/14/23 13:27,3/23/23 12:30,4/14/23 13:00,14,529.55,528.5,1.05,0.3,1.05,137.55,0.3,April,2023,Morton,CAT Morton
3724,250040,1,TAY,SC-100,161995,M3010,84196,SERVICE BRAKES PARKING BRAKE OUT OF ADJUSTMENT,NULL,Reactive,00:00.0,3/24/23 8:19,245,Kroeschell,Stock Chaser,,2004,19,3/23/23 10:30,3/23/23 7:25,3/24/23 8:04,3/23/23 7:25,3/23/23 7:25,3/23/23 7:25,3/24/23 8:04,3/23/23 7:30,3/23/23 10:30,4,3.08,3,0.08,0.25,0,3,0.25,March,2023,Morton,CAT Morton
3717,250040,1,TAY,SS-025,167463,M3015,84194,NO HORN,NULL,Reactive,00:00.0,3/24/23 7:37,171,Inbound,Stock Chaser,,2006,17,3/23/23 10:30,3/23/23 5:23,3/23/23 15:08,3/23/23 5:23,3/23/23 5:23,3/23/23 5:23,3/23/23 15:08,3/23/23 7:30,3/23/23 10:30,3,5.12,3,2.12,16.48,0,3,0.98,March,2023,Morton,CAT Morton
3992,250040,1,CAT,2P5000,AT3535722,0598Y,81712,PARKING BRAE BUZZER ALWAYS ON,NULL,Reactive,00:00.0,4/21/23 10:28,0,Outbound,,,0,0,4/21/23 10:27,NULL,4/21/23 10:27,NULL,4/21/23 10:27,NULL,4/21/23 10:27,NULL,NULL,NULL,0,NULL,NULL,0.02,0,0,0.02,April,2023,Morton,CAT Morton
